Concurrency,Inferences/Second,Client Send,Network+Server Send/Recv,Server Queue,Server Compute Input,Server Compute Infer,Server Compute Output,Client Recv,p50 latency,p90 latency,p95 latency,p99 latency,request/response,response wait,Avg GPU Utilization,Avg GPU Power Usage,Max GPU Memory Usage,Total GPU Memory
1,81.0285,40,1165,261,27,9738,294,806,12377,12728,12801,13104,846,11266,GPU-1c734bb9-241d-d316-e881-5d070a9a1425:0.0810811;GPU-2deeb77e-df41-879f-7601-d6296d16a8ff:0.0867568;GPU-3a4be627-e52a-042d-9cd5-5c1377c672da:0.0778378;GPU-5118acb4-22bd-f74f-ea1f-2c8cfe790a1d:0.0840541;GPU-a27c88e4-e53e-7d6a-3abd-07b141b57ce6:0.0845946;GPU-a2848da1-0f8a-a8cf-c763-0ef502d06fec:0.0805405;GPU-da4fcc29-b899-580b-92b6-f0cb14f70f21:0.0832432;GPU-e7cda51a-7d52-6ed3-329d-5434ddea4232:0.0875676;,GPU-1c734bb9-241d-d316-e881-5d070a9a1425:217.468;GPU-2deeb77e-df41-879f-7601-d6296d16a8ff:212.919;GPU-3a4be627-e52a-042d-9cd5-5c1377c672da:218.304;GPU-5118acb4-22bd-f74f-ea1f-2c8cfe790a1d:210.357;GPU-a27c88e4-e53e-7d6a-3abd-07b141b57ce6:215.747;GPU-a2848da1-0f8a-a8cf-c763-0ef502d06fec:211.766;GPU-da4fcc29-b899-580b-92b6-f0cb14f70f21:218.224;GPU-e7cda51a-7d52-6ed3-329d-5434ddea4232:218.122;,GPU-1c734bb9-241d-d316-e881-5d070a9a1425:36560699392;GPU-2deeb77e-df41-879f-7601-d6296d16a8ff:64731742208;GPU-3a4be627-e52a-042d-9cd5-5c1377c672da:36543922176;GPU-5118acb4-22bd-f74f-ea1f-2c8cfe790a1d:36543922176;GPU-a27c88e4-e53e-7d6a-3abd-07b141b57ce6:36552310784;GPU-a2848da1-0f8a-a8cf-c763-0ef502d06fec:36594253824;GPU-da4fcc29-b899-580b-92b6-f0cb14f70f21:36627808256;GPU-e7cda51a-7d52-6ed3-329d-5434ddea4232:36552310784;,GPU-1c734bb9-241d-d316-e881-5d070a9a1425:192265846784;GPU-2deeb77e-df41-879f-7601-d6296d16a8ff:192265846784;GPU-3a4be627-e52a-042d-9cd5-5c1377c672da:192265846784;GPU-5118acb4-22bd-f74f-ea1f-2c8cfe790a1d:192265846784;GPU-a27c88e4-e53e-7d6a-3abd-07b141b57ce6:192265846784;GPU-a2848da1-0f8a-a8cf-c763-0ef502d06fec:192265846784;GPU-da4fcc29-b899-580b-92b6-f0cb14f70f21:192265846784;GPU-e7cda51a-7d52-6ed3-329d-5434ddea4232:192265846784;
17,1155.96,46,899,656,29,9953,720,2392,14034,18163,19577,22914,2438,11912,GPU-1c734bb9-241d-d316-e881-5d070a9a1425:0.661892;GPU-2deeb77e-df41-879f-7601-d6296d16a8ff:0.666757;GPU-3a4be627-e52a-042d-9cd5-5c1377c672da:0.671081;GPU-5118acb4-22bd-f74f-ea1f-2c8cfe790a1d:0.663514;GPU-a27c88e4-e53e-7d6a-3abd-07b141b57ce6:0.691081;GPU-a2848da1-0f8a-a8cf-c763-0ef502d06fec:0.669459;GPU-da4fcc29-b899-580b-92b6-f0cb14f70f21:0.694595;GPU-e7cda51a-7d52-6ed3-329d-5434ddea4232:0.68;,GPU-1c734bb9-241d-d316-e881-5d070a9a1425:357.178;GPU-2deeb77e-df41-879f-7601-d6296d16a8ff:351.998;GPU-3a4be627-e52a-042d-9cd5-5c1377c672da:358.841;GPU-5118acb4-22bd-f74f-ea1f-2c8cfe790a1d:349.879;GPU-a27c88e4-e53e-7d6a-3abd-07b141b57ce6:356.385;GPU-a2848da1-0f8a-a8cf-c763-0ef502d06fec:349.735;GPU-da4fcc29-b899-580b-92b6-f0cb14f70f21:359.651;GPU-e7cda51a-7d52-6ed3-329d-5434ddea4232:357.879;,GPU-1c734bb9-241d-d316-e881-5d070a9a1425:36560699392;GPU-2deeb77e-df41-879f-7601-d6296d16a8ff:64731742208;GPU-3a4be627-e52a-042d-9cd5-5c1377c672da:36543922176;GPU-5118acb4-22bd-f74f-ea1f-2c8cfe790a1d:36543922176;GPU-a27c88e4-e53e-7d6a-3abd-07b141b57ce6:36552310784;GPU-a2848da1-0f8a-a8cf-c763-0ef502d06fec:36594253824;GPU-da4fcc29-b899-580b-92b6-f0cb14f70f21:36627808256;GPU-e7cda51a-7d52-6ed3-329d-5434ddea4232:36552310784;,GPU-1c734bb9-241d-d316-e881-5d070a9a1425:192265846784;GPU-2deeb77e-df41-879f-7601-d6296d16a8ff:192265846784;GPU-3a4be627-e52a-042d-9cd5-5c1377c672da:192265846784;GPU-5118acb4-22bd-f74f-ea1f-2c8cfe790a1d:192265846784;GPU-a27c88e4-e53e-7d6a-3abd-07b141b57ce6:192265846784;GPU-a2848da1-0f8a-a8cf-c763-0ef502d06fec:192265846784;GPU-da4fcc29-b899-580b-92b6-f0cb14f70f21:192265846784;GPU-e7cda51a-7d52-6ed3-329d-5434ddea4232:192265846784;
33,1821.32,49,814,1252,30,10310,1265,4384,17356,24195,25797,28945,4433,13390,GPU-1c734bb9-241d-d316-e881-5d070a9a1425:0.701081;GPU-2deeb77e-df41-879f-7601-d6296d16a8ff:0.704595;GPU-3a4be627-e52a-042d-9cd5-5c1377c672da:0.72027;GPU-5118acb4-22bd-f74f-ea1f-2c8cfe790a1d:0.702162;GPU-a27c88e4-e53e-7d6a-3abd-07b141b57ce6:0.734865;GPU-a2848da1-0f8a-a8cf-c763-0ef502d06fec:0.724054;GPU-da4fcc29-b899-580b-92b6-f0cb14f70f21:0.721622;GPU-e7cda51a-7d52-6ed3-329d-5434ddea4232:0.705135;,GPU-1c734bb9-241d-d316-e881-5d070a9a1425:366.907;GPU-2deeb77e-df41-879f-7601-d6296d16a8ff:363.458;GPU-3a4be627-e52a-042d-9cd5-5c1377c672da:369.759;GPU-5118acb4-22bd-f74f-ea1f-2c8cfe790a1d:360.141;GPU-a27c88e4-e53e-7d6a-3abd-07b141b57ce6:367.372;GPU-a2848da1-0f8a-a8cf-c763-0ef502d06fec:361.289;GPU-da4fcc29-b899-580b-92b6-f0cb14f70f21:370.486;GPU-e7cda51a-7d52-6ed3-329d-5434ddea4232:371.27;,GPU-1c734bb9-241d-d316-e881-5d070a9a1425:36560699392;GPU-2deeb77e-df41-879f-7601-d6296d16a8ff:64731742208;GPU-3a4be627-e52a-042d-9cd5-5c1377c672da:36543922176;GPU-5118acb4-22bd-f74f-ea1f-2c8cfe790a1d:36543922176;GPU-a27c88e4-e53e-7d6a-3abd-07b141b57ce6:36552310784;GPU-a2848da1-0f8a-a8cf-c763-0ef502d06fec:36594253824;GPU-da4fcc29-b899-580b-92b6-f0cb14f70f21:36627808256;GPU-e7cda51a-7d52-6ed3-329d-5434ddea4232:36552310784;,GPU-1c734bb9-241d-d316-e881-5d070a9a1425:192265846784;GPU-2deeb77e-df41-879f-7601-d6296d16a8ff:192265846784;GPU-3a4be627-e52a-042d-9cd5-5c1377c672da:192265846784;GPU-5118acb4-22bd-f74f-ea1f-2c8cfe790a1d:192265846784;GPU-a27c88e4-e53e-7d6a-3abd-07b141b57ce6:192265846784;GPU-a2848da1-0f8a-a8cf-c763-0ef502d06fec:192265846784;GPU-da4fcc29-b899-580b-92b6-f0cb14f70f21:192265846784;GPU-e7cda51a-7d52-6ed3-329d-5434ddea4232:192265846784;
49,2232.91,56,919,1662,31,10480,1559,7227,21135,31170,35121,39667,7283,14344,GPU-1c734bb9-241d-d316-e881-5d070a9a1425:0.695946;GPU-2deeb77e-df41-879f-7601-d6296d16a8ff:0.69973;GPU-3a4be627-e52a-042d-9cd5-5c1377c672da:0.720811;GPU-5118acb4-22bd-f74f-ea1f-2c8cfe790a1d:0.698108;GPU-a27c88e4-e53e-7d6a-3abd-07b141b57ce6:0.738378;GPU-a2848da1-0f8a-a8cf-c763-0ef502d06fec:0.712432;GPU-da4fcc29-b899-580b-92b6-f0cb14f70f21:0.72973;GPU-e7cda51a-7d52-6ed3-329d-5434ddea4232:0.733514;,GPU-1c734bb9-241d-d316-e881-5d070a9a1425:367.431;GPU-2deeb77e-df41-879f-7601-d6296d16a8ff:361.855;GPU-3a4be627-e52a-042d-9cd5-5c1377c672da:368.264;GPU-5118acb4-22bd-f74f-ea1f-2c8cfe790a1d:359.515;GPU-a27c88e4-e53e-7d6a-3abd-07b141b57ce6:369.533;GPU-a2848da1-0f8a-a8cf-c763-0ef502d06fec:360.786;GPU-da4fcc29-b899-580b-92b6-f0cb14f70f21:371.568;GPU-e7cda51a-7d52-6ed3-329d-5434ddea4232:377.292;,GPU-1c734bb9-241d-d316-e881-5d070a9a1425:36560699392;GPU-2deeb77e-df41-879f-7601-d6296d16a8ff:64731742208;GPU-3a4be627-e52a-042d-9cd5-5c1377c672da:36543922176;GPU-5118acb4-22bd-f74f-ea1f-2c8cfe790a1d:36543922176;GPU-a27c88e4-e53e-7d6a-3abd-07b141b57ce6:36552310784;GPU-a2848da1-0f8a-a8cf-c763-0ef502d06fec:36594253824;GPU-da4fcc29-b899-580b-92b6-f0cb14f70f21:36627808256;GPU-e7cda51a-7d52-6ed3-329d-5434ddea4232:36552310784;,GPU-1c734bb9-241d-d316-e881-5d070a9a1425:192265846784;GPU-2deeb77e-df41-879f-7601-d6296d16a8ff:192265846784;GPU-3a4be627-e52a-042d-9cd5-5c1377c672da:192265846784;GPU-5118acb4-22bd-f74f-ea1f-2c8cfe790a1d:192265846784;GPU-a27c88e4-e53e-7d6a-3abd-07b141b57ce6:192265846784;GPU-a2848da1-0f8a-a8cf-c763-0ef502d06fec:192265846784;GPU-da4fcc29-b899-580b-92b6-f0cb14f70f21:192265846784;GPU-e7cda51a-7d52-6ed3-329d-5434ddea4232:192265846784;
65,2654.52,77,1035,2125,33,10671,1898,8635,24076,33413,36595,41103,8712,15414,GPU-1c734bb9-241d-d316-e881-5d070a9a1425:0.682703;GPU-2deeb77e-df41-879f-7601-d6296d16a8ff:0.695946;GPU-3a4be627-e52a-042d-9cd5-5c1377c672da:0.693784;GPU-5118acb4-22bd-f74f-ea1f-2c8cfe790a1d:0.705676;GPU-a27c88e4-e53e-7d6a-3abd-07b141b57ce6:0.722703;GPU-a2848da1-0f8a-a8cf-c763-0ef502d06fec:0.68027;GPU-da4fcc29-b899-580b-92b6-f0cb14f70f21:0.707027;GPU-e7cda51a-7d52-6ed3-329d-5434ddea4232:0.728649;,GPU-1c734bb9-241d-d316-e881-5d070a9a1425:366.324;GPU-2deeb77e-df41-879f-7601-d6296d16a8ff:360.904;GPU-3a4be627-e52a-042d-9cd5-5c1377c672da:367.816;GPU-5118acb4-22bd-f74f-ea1f-2c8cfe790a1d:357.712;GPU-a27c88e4-e53e-7d6a-3abd-07b141b57ce6:367.401;GPU-a2848da1-0f8a-a8cf-c763-0ef502d06fec:356.934;GPU-da4fcc29-b899-580b-92b6-f0cb14f70f21:370.734;GPU-e7cda51a-7d52-6ed3-329d-5434ddea4232:375.347;,GPU-1c734bb9-241d-d316-e881-5d070a9a1425:36560699392;GPU-2deeb77e-df41-879f-7601-d6296d16a8ff:64731742208;GPU-3a4be627-e52a-042d-9cd5-5c1377c672da:36543922176;GPU-5118acb4-22bd-f74f-ea1f-2c8cfe790a1d:36543922176;GPU-a27c88e4-e53e-7d6a-3abd-07b141b57ce6:36552310784;GPU-a2848da1-0f8a-a8cf-c763-0ef502d06fec:36594253824;GPU-da4fcc29-b899-580b-92b6-f0cb14f70f21:36627808256;GPU-e7cda51a-7d52-6ed3-329d-5434ddea4232:36552310784;,GPU-1c734bb9-241d-d316-e881-5d070a9a1425:192265846784;GPU-2deeb77e-df41-879f-7601-d6296d16a8ff:192265846784;GPU-3a4be627-e52a-042d-9cd5-5c1377c672da:192265846784;GPU-5118acb4-22bd-f74f-ea1f-2c8cfe790a1d:192265846784;GPU-a27c88e4-e53e-7d6a-3abd-07b141b57ce6:192265846784;GPU-a2848da1-0f8a-a8cf-c763-0ef502d06fec:192265846784;GPU-da4fcc29-b899-580b-92b6-f0cb14f70f21:192265846784;GPU-e7cda51a-7d52-6ed3-329d-5434ddea4232:192265846784;
81,2894.35,142,1219,2375,35,10950,2127,11123,26554,39227,41628,46840,11265,16364,GPU-1c734bb9-241d-d316-e881-5d070a9a1425:0.654865;GPU-2deeb77e-df41-879f-7601-d6296d16a8ff:0.701081;GPU-3a4be627-e52a-042d-9cd5-5c1377c672da:0.688649;GPU-5118acb4-22bd-f74f-ea1f-2c8cfe790a1d:0.687568;GPU-a27c88e4-e53e-7d6a-3abd-07b141b57ce6:0.697297;GPU-a2848da1-0f8a-a8cf-c763-0ef502d06fec:0.684054;GPU-da4fcc29-b899-580b-92b6-f0cb14f70f21:0.693243;GPU-e7cda51a-7d52-6ed3-329d-5434ddea4232:0.707838;,GPU-1c734bb9-241d-d316-e881-5d070a9a1425:359.445;GPU-2deeb77e-df41-879f-7601-d6296d16a8ff:360.646;GPU-3a4be627-e52a-042d-9cd5-5c1377c672da:364.808;GPU-5118acb4-22bd-f74f-ea1f-2c8cfe790a1d:358.07;GPU-a27c88e4-e53e-7d6a-3abd-07b141b57ce6:359.921;GPU-a2848da1-0f8a-a8cf-c763-0ef502d06fec:356.684;GPU-da4fcc29-b899-580b-92b6-f0cb14f70f21:362.607;GPU-e7cda51a-7d52-6ed3-329d-5434ddea4232:370.132;,GPU-1c734bb9-241d-d316-e881-5d070a9a1425:36560699392;GPU-2deeb77e-df41-879f-7601-d6296d16a8ff:64731742208;GPU-3a4be627-e52a-042d-9cd5-5c1377c672da:36543922176;GPU-5118acb4-22bd-f74f-ea1f-2c8cfe790a1d:36543922176;GPU-a27c88e4-e53e-7d6a-3abd-07b141b57ce6:36552310784;GPU-a2848da1-0f8a-a8cf-c763-0ef502d06fec:36594253824;GPU-da4fcc29-b899-580b-92b6-f0cb14f70f21:36627808256;GPU-e7cda51a-7d52-6ed3-329d-5434ddea4232:36552310784;,GPU-1c734bb9-241d-d316-e881-5d070a9a1425:192265846784;GPU-2deeb77e-df41-879f-7601-d6296d16a8ff:192265846784;GPU-3a4be627-e52a-042d-9cd5-5c1377c672da:192265846784;GPU-5118acb4-22bd-f74f-ea1f-2c8cfe790a1d:192265846784;GPU-a27c88e4-e53e-7d6a-3abd-07b141b57ce6:192265846784;GPU-a2848da1-0f8a-a8cf-c763-0ef502d06fec:192265846784;GPU-da4fcc29-b899-580b-92b6-f0cb14f70f21:192265846784;GPU-e7cda51a-7d52-6ed3-329d-5434ddea4232:192265846784;
97,3096.53,276,1474,2793,37,11570,2367,12787,29209,44443,48060,53621,13063,17875,GPU-1c734bb9-241d-d316-e881-5d070a9a1425:0.603784;GPU-2deeb77e-df41-879f-7601-d6296d16a8ff:0.680541;GPU-3a4be627-e52a-042d-9cd5-5c1377c672da:0.69;GPU-5118acb4-22bd-f74f-ea1f-2c8cfe790a1d:0.668378;GPU-a27c88e4-e53e-7d6a-3abd-07b141b57ce6:0.66027;GPU-a2848da1-0f8a-a8cf-c763-0ef502d06fec:0.674865;GPU-da4fcc29-b899-580b-92b6-f0cb14f70f21:0.649189;GPU-e7cda51a-7d52-6ed3-329d-5434ddea4232:0.67973;,GPU-1c734bb9-241d-d316-e881-5d070a9a1425:346.806;GPU-2deeb77e-df41-879f-7601-d6296d16a8ff:359.195;GPU-3a4be627-e52a-042d-9cd5-5c1377c672da:360.303;GPU-5118acb4-22bd-f74f-ea1f-2c8cfe790a1d:351.5;GPU-a27c88e4-e53e-7d6a-3abd-07b141b57ce6:351.149;GPU-a2848da1-0f8a-a8cf-c763-0ef502d06fec:352.609;GPU-da4fcc29-b899-580b-92b6-f0cb14f70f21:353.534;GPU-e7cda51a-7d52-6ed3-329d-5434ddea4232:360.876;,GPU-1c734bb9-241d-d316-e881-5d070a9a1425:36560699392;GPU-2deeb77e-df41-879f-7601-d6296d16a8ff:64731742208;GPU-3a4be627-e52a-042d-9cd5-5c1377c672da:36543922176;GPU-5118acb4-22bd-f74f-ea1f-2c8cfe790a1d:36543922176;GPU-a27c88e4-e53e-7d6a-3abd-07b141b57ce6:36552310784;GPU-a2848da1-0f8a-a8cf-c763-0ef502d06fec:36594253824;GPU-da4fcc29-b899-580b-92b6-f0cb14f70f21:36627808256;GPU-e7cda51a-7d52-6ed3-329d-5434ddea4232:36552310784;,GPU-1c734bb9-241d-d316-e881-5d070a9a1425:192265846784;GPU-2deeb77e-df41-879f-7601-d6296d16a8ff:192265846784;GPU-3a4be627-e52a-042d-9cd5-5c1377c672da:192265846784;GPU-5118acb4-22bd-f74f-ea1f-2c8cfe790a1d:192265846784;GPU-a27c88e4-e53e-7d6a-3abd-07b141b57ce6:192265846784;GPU-a2848da1-0f8a-a8cf-c763-0ef502d06fec:192265846784;GPU-da4fcc29-b899-580b-92b6-f0cb14f70f21:192265846784;GPU-e7cda51a-7d52-6ed3-329d-5434ddea4232:192265846784;
113,3166.25,449,1819,3113,40,11961,2626,15668,33884,51170,54657,60410,16117,19194,GPU-1c734bb9-241d-d316-e881-5d070a9a1425:0.581622;GPU-2deeb77e-df41-879f-7601-d6296d16a8ff:0.685676;GPU-3a4be627-e52a-042d-9cd5-5c1377c672da:0.640811;GPU-5118acb4-22bd-f74f-ea1f-2c8cfe790a1d:0.637568;GPU-a27c88e4-e53e-7d6a-3abd-07b141b57ce6:0.612162;GPU-a2848da1-0f8a-a8cf-c763-0ef502d06fec:0.646486;GPU-da4fcc29-b899-580b-92b6-f0cb14f70f21:0.630811;GPU-e7cda51a-7d52-6ed3-329d-5434ddea4232:0.641081;,GPU-1c734bb9-241d-d316-e881-5d070a9a1425:339.664;GPU-2deeb77e-df41-879f-7601-d6296d16a8ff:359.18;GPU-3a4be627-e52a-042d-9cd5-5c1377c672da:351.28;GPU-5118acb4-22bd-f74f-ea1f-2c8cfe790a1d:347.837;GPU-a27c88e4-e53e-7d6a-3abd-07b141b57ce6:340.675;GPU-a2848da1-0f8a-a8cf-c763-0ef502d06fec:345.36;GPU-da4fcc29-b899-580b-92b6-f0cb14f70f21:347.033;GPU-e7cda51a-7d52-6ed3-329d-5434ddea4232:352.228;,GPU-1c734bb9-241d-d316-e881-5d070a9a1425:36560699392;GPU-2deeb77e-df41-879f-7601-d6296d16a8ff:64731742208;GPU-3a4be627-e52a-042d-9cd5-5c1377c672da:36543922176;GPU-5118acb4-22bd-f74f-ea1f-2c8cfe790a1d:36543922176;GPU-a27c88e4-e53e-7d6a-3abd-07b141b57ce6:36552310784;GPU-a2848da1-0f8a-a8cf-c763-0ef502d06fec:36594253824;GPU-da4fcc29-b899-580b-92b6-f0cb14f70f21:36627808256;GPU-e7cda51a-7d52-6ed3-329d-5434ddea4232:36552310784;,GPU-1c734bb9-241d-d316-e881-5d070a9a1425:192265846784;GPU-2deeb77e-df41-879f-7601-d6296d16a8ff:192265846784;GPU-3a4be627-e52a-042d-9cd5-5c1377c672da:192265846784;GPU-5118acb4-22bd-f74f-ea1f-2c8cfe790a1d:192265846784;GPU-a27c88e4-e53e-7d6a-3abd-07b141b57ce6:192265846784;GPU-a2848da1-0f8a-a8cf-c763-0ef502d06fec:192265846784;GPU-da4fcc29-b899-580b-92b6-f0cb14f70f21:192265846784;GPU-e7cda51a-7d52-6ed3-329d-5434ddea4232:192265846784;
