Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1753614439,100,,Aggregated,1.500000,1.400000,3400,6800,7600,8400,12000,27000,36000,44000,46000,46000,46000,131,115,3400.0,6002.9818431517815,11.801084008766338,46231.20320899761,4040.412213740458
1753614440,100,,Aggregated,1.500000,1.300000,3700,6800,7600,8400,12000,28000,44000,46000,49000,49000,49000,134,117,3600.0,6334.137505551092,11.801084008766338,48682.11508297827,4430.410447761194
1753614441,100,,Aggregated,1.500000,1.300000,3600,6800,7400,8400,12000,28000,44000,46000,49000,49000,49000,137,120,3600.0,6239.169033714375,11.801084008766338,48682.11508297827,4345.080291970803
1753614442,100,,Aggregated,1.400000,1.200000,3700,6800,7400,8400,12000,28000,44000,46000,49000,49000,49000,138,121,3600.0,6241.715419643973,11.801084008766338,48682.11508297827,4323.847826086957
1753614443,100,,Aggregated,1.500000,1.200000,3800,6800,7400,8400,12000,28000,46000,49000,52000,52000,52000,143,125,3800.0,6516.260626999184,11.801084008766338,52227.759625006,4632.72027972028
1753614444,100,,Aggregated,1.800000,1.500000,3800,6800,7400,8400,16000,30000,49000,52000,55000,55000,55000,145,126,3800.0,6806.016801109594,11.801084008766338,55006.13854100811,4993.7172413793105
1753614445,100,,Aggregated,1.600000,1.300000,4200,6800,7400,8400,16000,30000,49000,52000,55000,55000,55000,148,129,3800.0,6740.491095681578,11.801084008766338,55006.13854100811,4912.243243243243
1753614446,100,,Aggregated,2.000000,1.600000,4200,6700,7300,7900,12000,30000,46000,52000,55000,55000,55000,151,132,4200.0,6676.9984756746335,11.801084008766338,55006.13854100811,4834.0066225165565
1753614447,100,,Aggregated,2.200000,1.700000,4200,6700,7100,7900,12000,30000,46000,52000,55000,55000,55000,154,135,3800.0,6583.955281343222,11.801084008766338,55006.13854100811,4750.233766233766
1753614448,100,,Aggregated,2.300000,1.900000,4200,6700,7100,7900,16000,35000,49000,55000,56000,56000,56000,158,138,3800.0,6808.123297163777,11.801084008766338,56298.600459005684,4645.310126582279
1753614449,100,,Aggregated,2.400000,2.000000,4200,6600,7100,7900,16000,35000,52000,56000,58000,58000,58000,162,141,3800.0,7035.158805258466,11.801084008766338,57999.27237498923,4919.814814814815
1753614450,100,,Aggregated,2.500000,2.200000,4200,6700,7100,7900,16000,35000,52000,56000,58000,58000,58000,163,142,4200.0,7033.397646686398,11.801084008766338,57999.27237498923,4898.312883435583
1753614451,100,,Aggregated,2.800000,2.400000,4200,6600,7100,7900,16000,35000,52000,56000,58000,58000,58000,165,144,4200.0,6982.6457469265515,11.801084008766338,57999.27237498923,4848.078787878788
1753614452,100,,Aggregated,3.100000,2.600000,4200,6700,7100,7900,18000,36000,55000,57000,58000,58000,58000,167,145,4200.0,7279.513403149057,11.801084008766338,57999.27237498923,4802.766467065869
1753614453,100,,Aggregated,2.900000,2.500000,4300,6700,7100,7900,16000,36000,55000,57000,58000,58000,58000,172,150,4200.0,7190.253844918029,11.801084008766338,57999.27237498923,4688.912790697675
1753614455,100,,Aggregated,2.800000,2.400000,4600,6700,7100,7900,16000,36000,55000,57000,58000,58000,58000,174,152,4300.0,7185.07710987322,11.801084008766338,57999.27237498923,4651.281609195402
1753614456,100,,Aggregated,2.900000,2.400000,4600,6700,7100,7900,18000,44000,56000,58000,66000,66000,66000,175,152,4600.0,7522.357913291115,11.801084008766338,66209.21770800487,4975.845714285714
1753614457,100,,Aggregated,2.900000,2.500000,4600,6700,7100,7900,18000,44000,56000,58000,66000,66000,66000,176,153,4300.0,7479.6909729714325,11.801084008766338,66209.21770800487,4948.102272727273
1753614458,100,,Aggregated,2.900000,2.600000,4600,6700,7100,7900,23000,46000,57000,62000,66000,66000,66000,179,155,4600.0,7734.944650100469,11.801084008766338,66209.21770800487,5217.3184357541895
1753614459,100,,Aggregated,2.700000,2.300000,4900,6700,7100,7900,23000,46000,57000,62000,66000,66000,66000,180,156,4600.0,7729.785614777777,11.801084008766338,66209.21770800487,5196.194444444444
1753614460,100,,Aggregated,2.500000,2.100000,4900,6700,7100,7900,18000,44000,57000,62000,66000,66000,66000,181,157,4900.0,7721.120909497158,11.801084008766338,66209.21770800487,5175.303867403315
1753614461,100,,Aggregated,2.500000,2.000000,5000,6700,7100,7900,18000,44000,57000,62000,66000,66000,66000,183,159,5000.0,7712.938638852338,11.801084008766338,66209.21770800487,5134.207650273224
1753614462,100,,Aggregated,2.200000,1.800000,5000,6800,7100,7900,23000,46000,58000,66000,70000,70000,70000,185,160,5000.0,8008.221585999834,11.801084008766338,70033.46800000872,5411.367567567568
1753614463,100,,Aggregated,1.900000,1.600000,5100,6700,7100,7900,23000,46000,58000,66000,70000,70000,70000,188,163,5000.0,7961.256572435966,11.801084008766338,70033.46800000872,5347.595744680851
1753614464,100,,Aggregated,2.000000,1.700000,5000,6700,7100,7900,23000,46000,58000,66000,70000,70000,70000,189,164,5000.0,7919.206048460048,11.801084008766338,70033.46800000872,5319.793650793651
1753614465,100,,Aggregated,2.000000,1.600000,5100,6700,7100,7900,23000,49000,62000,70000,72000,72000,72000,192,166,5000.0,8199.375657301667,11.801084008766338,71678.96879199543,5248.796875
1753614466,100,,Aggregated,2.100000,1.800000,5100,6700,7100,7900,23000,49000,62000,70000,72000,72000,72000,195,169,5100.0,8135.322283302249,11.801084008766338,71678.96879199543,5183.035897435898
1753614467,100,,Aggregated,1.700000,1.400000,5100,6700,7100,7900,23000,49000,62000,70000,72000,72000,72000,196,170,5100.0,8122.668797377294,11.801084008766338,71678.96879199543,5163.811224489796
1753614468,100,,Aggregated,1.800000,1.400000,5100,6700,7100,7900,23000,52000,66000,72000,76000,76000,76000,198,171,5100.0,8446.70787118149,11.801084008766338,75909.09174998524,5122.025252525253
1753614469,100,,Aggregated,2.000000,1.700000,4900,6700,7100,7900,23000,49000,62000,70000,76000,76000,76000,203,176,4900.0,8330.339656166849,11.801084008766338,75909.09174998524,5024.206896551724
